Shipping_Mode,Order_Priority,Customer_Segment,Market,Product_Category,Order_Quantity,Discount,Price,Days_for_Shipment_Scheduled,Order_Weekday,Order_Month,Late_Delivery_Risk
Standard Class,Low,Corporate,Europe,Office Supplies,4,0.21,944.51,5,Sunday,12,0
Second Class,Medium,Corporate,USCA,Apparel,16,0.14,1069.01,1,Tuesday,3,0
Standard Class,High,Consumer,USCA,Office Supplies,4,0.12,962.34,6,Friday,12,0
First Class,Medium,Consumer,USCA,Office Supplies,6,0.09,455.1,3,Saturday,6,0
Standard Class,High,Consumer,Africa,Grocery,19,0.38,797.86,6,Monday,1,1
Standard Class,High,Corporate,Pacific Asia,Apparel,17,0.24,102.58,4,Thursday,1,0
Standard Class,Low,Consumer,Europe,Apparel,4,0.12,864.7,4,Friday,5,0
Second Class,Low,Consumer,LATAM,Office Supplies,12,0.3,307.01,6,Wednesday,2,0
First Class,Medium,Consumer,LATAM,Apparel,7,0.12,1121.83,5,Wednesday,6,0
Same Day,Medium,Consumer,USCA,Electronics,16,0.2,411.87,7,Wednesday,10,0
Standard Class,Low,Corporate,LATAM,Apparel,14,0.01,413.76,3,Thursday,7,0
Standard Class,Medium,Consumer,Pacific Asia,Office Supplies,13,0.34,350.73,7,Monday,10,1
Second Class,Medium,Corporate,Europe,Electronics,11,0.38,763.88,4,Tuesday,7,0
Second Class,High,Consumer,LATAM,Electronics,11,0.35,125.28,4,Saturday,9,0
Standard Class,Low,Consumer,Pacific Asia,Grocery,1,0.07,73.66,7,Tuesday,5,0
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,8,0.33,838.39,6,Friday,4,0
Standard Class,Medium,Corporate,Africa,Apparel,13,0.14,1135.28,4,Saturday,6,1
Standard Class,Medium,Corporate,Africa,Electronics,4,0.37,895.03,7,Friday,11,1
First Class,Medium,Consumer,LATAM,Office Supplies,19,0.12,307.33,7,Wednesday,3,0
Standard Class,High,Consumer,Pacific Asia,Grocery,6,0.04,440.97,2,Friday,2,1
First Class,High,Corporate,USCA,Furniture,3,0.34,252.02,3,Sunday,6,0
Standard Class,Medium,Home Office,Africa,Furniture,9,0.05,824.07,4,Friday,2,1
Standard Class,Low,Home Office,Pacific Asia,Apparel,19,0.22,292.44,3,Wednesday,11,0
First Class,Medium,Home Office,Africa,Furniture,7,0.15,689.85,5,Saturday,8,0
Second Class,Medium,Consumer,Europe,Electronics,11,0.3,1008.97,3,Sunday,1,0
Standard Class,High,Home Office,Pacific Asia,Electronics,15,0.3,624.53,5,Friday,5,1
Second Class,Critical,Home Office,Pacific Asia,Office Supplies,15,0.31,716.25,2,Saturday,7,1
Standard Class,Medium,Consumer,Europe,Apparel,17,0.03,1162.08,5,Wednesday,6,0
First Class,Medium,Consumer,Africa,Office Supplies,15,0.34,389.85,6,Tuesday,1,0
Standard Class,Low,Corporate,Europe,Office Supplies,12,0.19,958.93,7,Monday,5,0
Second Class,Low,Consumer,LATAM,Apparel,19,0.09,827.3,5,Saturday,11,0
Standard Class,Low,Corporate,USCA,Office Supplies,3,0.12,144.67,1,Tuesday,9,1
Standard Class,Low,Home Office,Africa,Furniture,2,0.36,1187.81,5,Thursday,11,1
Same Day,Medium,Home Office,Pacific Asia,Grocery,1,0.0,830.6,2,Friday,6,0
First Class,Low,Home Office,LATAM,Office Supplies,4,0.32,26.59,5,Thursday,3,0
Standard Class,Medium,Consumer,Africa,Electronics,7,0.37,869.6,7,Monday,11,1
Standard Class,Medium,Consumer,USCA,Electronics,12,0.1,169.33,7,Friday,6,0
Standard Class,Medium,Corporate,Pacific Asia,Furniture,17,0.33,359.04,5,Wednesday,5,1
Second Class,Medium,Consumer,Europe,Office Supplies,3,0.06,424.56,7,Saturday,10,0
First Class,Low,Consumer,USCA,Office Supplies,17,0.01,378.62,2,Wednesday,5,0
Second Class,Critical,Corporate,Africa,Apparel,17,0.24,895.89,5,Wednesday,3,1
Standard Class,Low,Consumer,Pacific Asia,Office Supplies,10,0.26,906.39,5,Thursday,8,0
First Class,High,Consumer,Africa,Office Supplies,15,0.06,638.88,3,Monday,7,0
Standard Class,Low,Consumer,USCA,Electronics,9,0.2,684.75,6,Tuesday,4,0
Standard Class,Medium,Home Office,Pacific Asia,Apparel,17,0.15,383.19,1,Saturday,3,1
Second Class,Low,Consumer,USCA,Office Supplies,4,0.03,37.61,5,Saturday,4,0
Same Day,Low,Consumer,Africa,Furniture,9,0.2,428.55,7,Wednesday,10,0
First Class,Medium,Home Office,Pacific Asia,Office Supplies,6,0.23,21.21,4,Tuesday,4,0
Second Class,Medium,Consumer,Pacific Asia,Apparel,15,0.09,1039.1,2,Monday,7,0
Second Class,Low,Consumer,Pacific Asia,Furniture,12,0.3,772.52,4,Saturday,12,0
Same Day,Medium,Corporate,Africa,Furniture,8,0.03,1175.33,6,Saturday,12,0
Standard Class,Low,Consumer,LATAM,Furniture,9,0.22,227.67,7,Saturday,3,0
Standard Class,Low,Consumer,Africa,Electronics,9,0.12,792.81,4,Monday,10,1
Same Day,High,Home Office,Europe,Electronics,18,0.17,233.63,4,Friday,1,0
First Class,High,Consumer,LATAM,Furniture,2,0.36,770.39,7,Saturday,6,0
Standard Class,Medium,Corporate,Africa,Electronics,10,0.27,595.22,6,Saturday,1,1
Standard Class,Low,Corporate,Europe,Furniture,4,0.06,800.97,6,Wednesday,4,0
Standard Class,Low,Consumer,USCA,Furniture,6,0.35,873.13,4,Monday,11,0
Standard Class,Critical,Corporate,Europe,Grocery,12,0.15,632.17,2,Thursday,12,1
Same Day,Low,Consumer,Pacific Asia,Electronics,13,0.14,597.57,1,Friday,4,0
Standard Class,High,Consumer,LATAM,Grocery,17,0.2,92.95,7,Thursday,9,0
First Class,Low,Corporate,Africa,Furniture,6,0.08,442.85,6,Thursday,9,0
Standard Class,Critical,Consumer,Africa,Furniture,15,0.37,369.33,4,Tuesday,11,1
Standard Class,Low,Corporate,Pacific Asia,Grocery,8,0.19,754.44,6,Monday,8,0
Standard Class,Low,Consumer,LATAM,Apparel,4,0.16,338.4,6,Thursday,9,0
First Class,Medium,Consumer,LATAM,Furniture,4,0.07,286.52,3,Saturday,3,0
Second Class,Critical,Corporate,Pacific Asia,Electronics,3,0.32,1019.93,5,Sunday,11,0
Second Class,Critical,Consumer,LATAM,Office Supplies,16,0.38,995.86,4,Wednesday,3,1
Standard Class,Medium,Home Office,Pacific Asia,Office Supplies,8,0.35,400.97,4,Wednesday,4,0
Standard Class,High,Corporate,Europe,Office Supplies,6,0.06,112.0,5,Monday,10,0
Standard Class,Medium,Home Office,Pacific Asia,Grocery,13,0.3,602.13,7,Friday,7,1
Standard Class,High,Consumer,Africa,Furniture,16,0.08,546.99,5,Friday,2,1
Second Class,High,Home Office,USCA,Apparel,18,0.02,1045.11,6,Saturday,10,0
Second Class,Medium,Corporate,Europe,Electronics,9,0.19,660.85,2,Wednesday,11,0
Second Class,Medium,Corporate,Africa,Office Supplies,2,0.27,1131.9,6,Friday,6,0
Standard Class,Medium,Home Office,Europe,Office Supplies,6,0.05,585.18,5,Sunday,6,0
Standard Class,Medium,Corporate,Africa,Electronics,14,0.24,804.08,1,Saturday,12,1
Standard Class,High,Home Office,LATAM,Office Supplies,17,0.34,580.85,7,Friday,11,1
Standard Class,Low,Corporate,Pacific Asia,Grocery,15,0.08,392.13,3,Tuesday,8,1
First Class,Low,Corporate,Africa,Furniture,5,0.17,42.67,4,Friday,3,0
Second Class,Medium,Consumer,Africa,Furniture,2,0.2,954.06,2,Thursday,11,1
Standard Class,Low,Consumer,LATAM,Apparel,12,0.33,1084.73,4,Sunday,8,0
Standard Class,Medium,Corporate,USCA,Grocery,5,0.31,882.97,7,Wednesday,4,0
First Class,High,Home Office,USCA,Apparel,1,0.31,334.11,7,Saturday,7,0
Second Class,Medium,Corporate,Pacific Asia,Office Supplies,2,0.27,982.18,1,Friday,11,0
Second Class,High,Corporate,LATAM,Furniture,1,0.25,739.31,6,Monday,12,0
Standard Class,Low,Corporate,Europe,Apparel,11,0.2,822.7,4,Tuesday,11,0
Standard Class,High,Consumer,Africa,Apparel,2,0.15,88.86,3,Tuesday,10,1
Same Day,Medium,Consumer,Pacific Asia,Grocery,11,0.21,702.38,7,Saturday,7,0
First Class,Low,Consumer,USCA,Office Supplies,2,0.34,677.77,1,Monday,9,0
Standard Class,Medium,Consumer,Europe,Electronics,7,0.23,797.39,4,Thursday,3,0
First Class,Critical,Corporate,LATAM,Grocery,7,0.39,928.24,6,Friday,11,0
First Class,Low,Home Office,Africa,Grocery,7,0.06,491.52,5,Sunday,5,0
Standard Class,Medium,Consumer,Africa,Office Supplies,2,0.18,194.42,5,Thursday,11,1
Standard Class,High,Consumer,USCA,Electronics,16,0.08,1109.4,6,Tuesday,1,0
Standard Class,Low,Consumer,USCA,Grocery,3,0.15,934.12,3,Friday,10,0
Standard Class,Medium,Consumer,Pacific Asia,Apparel,2,0.32,653.04,1,Friday,6,1
Second Class,Medium,Consumer,Africa,Apparel,5,0.33,431.89,2,Saturday,7,1
Standard Class,Low,Consumer,Africa,Apparel,3,0.01,1180.93,5,Thursday,5,1
First Class,Medium,Consumer,Africa,Apparel,6,0.38,121.21,7,Monday,1,0
Same Day,Low,Home Office,Africa,Electronics,5,0.35,1122.19,7,Sunday,1,0
Standard Class,High,Consumer,Europe,Office Supplies,18,0.36,490.93,5,Friday,10,1
Standard Class,Low,Corporate,LATAM,Office Supplies,8,0.15,125.22,4,Sunday,5,0
First Class,Low,Corporate,Europe,Electronics,13,0.2,461.22,7,Thursday,5,0
First Class,Medium,Consumer,LATAM,Office Supplies,2,0.07,902.09,1,Sunday,11,0
First Class,Low,Home Office,Europe,Apparel,13,0.16,515.48,5,Monday,12,0
Standard Class,Low,Corporate,Pacific Asia,Electronics,17,0.05,596.71,4,Wednesday,12,1
Standard Class,High,Consumer,LATAM,Apparel,6,0.35,989.92,2,Saturday,9,1
Second Class,High,Consumer,Africa,Office Supplies,2,0.23,742.47,2,Sunday,7,1
Same Day,High,Corporate,LATAM,Grocery,12,0.05,805.02,5,Wednesday,11,0
Standard Class,Medium,Consumer,Africa,Electronics,16,0.35,193.28,5,Tuesday,4,1
Same Day,High,Consumer,Pacific Asia,Furniture,4,0.03,310.42,5,Sunday,6,0
Standard Class,High,Consumer,LATAM,Furniture,16,0.37,499.4,1,Saturday,12,1
Same Day,Medium,Consumer,USCA,Apparel,13,0.04,140.7,5,Thursday,7,0
Second Class,Low,Corporate,Africa,Office Supplies,14,0.29,342.14,4,Sunday,10,0
Standard Class,Low,Home Office,LATAM,Apparel,9,0.26,1001.85,2,Tuesday,11,1
Second Class,Medium,Corporate,Europe,Furniture,12,0.31,36.34,1,Wednesday,12,0
Standard Class,High,Consumer,LATAM,Electronics,14,0.23,70.61,2,Thursday,10,1
Standard Class,Medium,Home Office,Africa,Apparel,11,0.14,827.59,7,Monday,5,1
Standard Class,Medium,Corporate,USCA,Office Supplies,10,0.11,469.51,1,Sunday,12,1
Standard Class,Low,Corporate,USCA,Furniture,7,0.38,929.91,2,Saturday,3,1
Standard Class,Low,Consumer,Europe,Electronics,6,0.18,1118.89,6,Friday,12,0
First Class,Medium,Consumer,Pacific Asia,Apparel,17,0.34,327.41,7,Friday,2,0
Second Class,Critical,Home Office,USCA,Electronics,13,0.29,54.02,7,Monday,11,1
Standard Class,Low,Consumer,Pacific Asia,Grocery,15,0.26,552.55,7,Monday,10,1
First Class,High,Corporate,Africa,Furniture,4,0.39,1157.42,5,Wednesday,9,0
Second Class,Low,Corporate,LATAM,Apparel,3,0.23,659.06,5,Friday,3,0
Same Day,Medium,Consumer,Pacific Asia,Electronics,11,0.29,459.16,4,Monday,12,0
Second Class,Medium,Corporate,Africa,Apparel,2,0.34,666.88,5,Monday,11,0
Standard Class,High,Consumer,Africa,Office Supplies,11,0.02,206.78,7,Sunday,2,1
Standard Class,Low,Corporate,Africa,Office Supplies,4,0.4,904.1,2,Thursday,4,1
Second Class,Low,Home Office,Europe,Apparel,17,0.1,819.74,4,Saturday,8,0
Standard Class,Low,Home Office,Europe,Furniture,17,0.28,871.71,2,Saturday,11,1
Standard Class,High,Home Office,Pacific Asia,Apparel,17,0.38,369.73,3,Wednesday,7,1
Standard Class,Low,Corporate,Africa,Apparel,13,0.31,978.09,4,Friday,4,1
Standard Class,Low,Corporate,Pacific Asia,Apparel,13,0.09,1072.66,4,Saturday,10,0
Standard Class,Medium,Corporate,USCA,Apparel,19,0.14,1147.08,1,Monday,12,1
Standard Class,Medium,Consumer,Pacific Asia,Furniture,3,0.17,769.87,6,Friday,2,0
Standard Class,High,Consumer,LATAM,Grocery,10,0.23,424.33,2,Saturday,9,1
Second Class,High,Corporate,Africa,Grocery,16,0.24,471.13,2,Sunday,8,1
Second Class,Medium,Consumer,Pacific Asia,Electronics,1,0.32,683.1,2,Friday,6,0
Standard Class,High,Home Office,Europe,Furniture,5,0.34,694.8,5,Friday,10,0
Standard Class,Medium,Consumer,LATAM,Furniture,1,0.04,952.96,1,Saturday,5,1
Standard Class,Low,Consumer,Pacific Asia,Furniture,16,0.11,111.07,1,Saturday,11,1
Standard Class,High,Consumer,Pacific Asia,Office Supplies,11,0.14,684.25,2,Saturday,9,1
Standard Class,Medium,Home Office,Pacific Asia,Furniture,4,0.01,424.79,5,Tuesday,12,0
Standard Class,Medium,Home Office,Europe,Office Supplies,5,0.17,1002.4,2,Friday,12,1
Second Class,Medium,Consumer,Pacific Asia,Grocery,16,0.14,428.96,5,Tuesday,7,0
Standard Class,Medium,Corporate,USCA,Grocery,12,0.21,566.71,6,Thursday,3,0
Standard Class,Low,Corporate,USCA,Office Supplies,12,0.04,280.91,3,Thursday,11,0
Standard Class,Medium,Corporate,USCA,Apparel,4,0.17,361.92,1,Monday,9,1
Second Class,High,Corporate,Pacific Asia,Grocery,17,0.24,671.18,3,Saturday,4,0
First Class,Medium,Consumer,LATAM,Apparel,9,0.32,516.83,4,Friday,10,0
First Class,Low,Corporate,Europe,Electronics,6,0.31,249.79,1,Saturday,10,0
Second Class,Critical,Consumer,USCA,Office Supplies,8,0.16,573.91,3,Thursday,7,0
Standard Class,Low,Consumer,USCA,Electronics,8,0.16,206.76,3,Friday,1,0
Standard Class,Low,Consumer,LATAM,Office Supplies,8,0.01,1059.26,7,Thursday,1,0
First Class,Low,Consumer,USCA,Electronics,8,0.03,1109.8,4,Sunday,10,0
Standard Class,Low,Corporate,Europe,Electronics,15,0.35,279.45,5,Thursday,12,1
Same Day,Medium,Consumer,LATAM,Furniture,14,0.32,72.26,6,Sunday,1,0
Second Class,Medium,Corporate,Africa,Grocery,6,0.01,1113.17,6,Tuesday,12,0
Second Class,High,Corporate,Europe,Office Supplies,10,0.35,381.23,6,Saturday,7,0
Standard Class,Critical,Home Office,Europe,Grocery,8,0.25,233.67,4,Thursday,11,1
Second Class,High,Corporate,Pacific Asia,Furniture,10,0.32,1103.99,5,Sunday,9,0
Standard Class,Medium,Home Office,Africa,Grocery,8,0.2,1060.33,6,Tuesday,10,1
Standard Class,Medium,Consumer,Africa,Office Supplies,3,0.06,73.27,4,Sunday,3,1
Standard Class,High,Corporate,LATAM,Furniture,4,0.14,257.1,1,Tuesday,8,1
First Class,Medium,Consumer,USCA,Apparel,11,0.18,976.96,6,Monday,9,0
Standard Class,High,Corporate,Africa,Furniture,13,0.3,327.96,3,Friday,5,1
Standard Class,Medium,Consumer,LATAM,Office Supplies,3,0.33,805.44,3,Sunday,9,0
Standard Class,Low,Corporate,Africa,Electronics,5,0.3,57.65,7,Saturday,6,1
Second Class,Medium,Consumer,Europe,Grocery,12,0.19,1011.55,5,Saturday,4,0
Second Class,Medium,Consumer,Africa,Electronics,12,0.27,512.45,7,Thursday,9,0
Second Class,Medium,Corporate,USCA,Apparel,18,0.12,569.37,4,Thursday,6,0
Standard Class,Low,Home Office,LATAM,Electronics,12,0.4,971.84,7,Sunday,10,0
Standard Class,Medium,Consumer,USCA,Grocery,18,0.07,550.47,2,Thursday,5,1
Second Class,High,Home Office,Pacific Asia,Electronics,10,0.29,133.9,1,Sunday,6,0
Standard Class,Critical,Consumer,USCA,Furniture,7,0.06,610.19,2,Sunday,11,1
Same Day,Low,Corporate,USCA,Office Supplies,3,0.11,553.54,7,Thursday,7,0
Second Class,Low,Home Office,LATAM,Electronics,5,0.3,545.54,3,Monday,6,0
Standard Class,Medium,Consumer,Europe,Office Supplies,12,0.29,239.37,6,Wednesday,8,0
Standard Class,Medium,Consumer,Africa,Office Supplies,14,0.05,205.15,4,Friday,1,1
First Class,Low,Consumer,Africa,Office Supplies,13,0.27,935.67,5,Thursday,7,0
Standard Class,Low,Consumer,LATAM,Furniture,9,0.08,746.82,5,Tuesday,5,0
Standard Class,High,Corporate,LATAM,Office Supplies,10,0.39,17.56,6,Saturday,10,0
Second Class,High,Corporate,Europe,Electronics,1,0.24,1004.0,6,Wednesday,8,0
Standard Class,Medium,Home Office,Europe,Office Supplies,6,0.0,154.44,5,Saturday,11,0
First Class,Medium,Consumer,Pacific Asia,Furniture,6,0.08,887.84,7,Sunday,2,0
Standard Class,Medium,Corporate,Africa,Office Supplies,2,0.09,124.32,3,Tuesday,10,1
First Class,Low,Consumer,Africa,Electronics,16,0.1,1165.94,1,Thursday,12,1
Standard Class,Medium,Home Office,Pacific Asia,Furniture,5,0.22,1081.61,2,Tuesday,6,1
Standard Class,Low,Consumer,LATAM,Apparel,14,0.08,227.79,3,Monday,3,0
First Class,Medium,Home Office,Africa,Apparel,16,0.17,20.03,4,Tuesday,9,0
Second Class,Low,Consumer,USCA,Electronics,9,0.07,80.99,5,Monday,2,0
Standard Class,Medium,Corporate,LATAM,Grocery,11,0.27,972.4,4,Tuesday,9,0
Standard Class,Medium,Consumer,LATAM,Office Supplies,16,0.23,101.37,3,Saturday,9,0
Second Class,Low,Home Office,Europe,Grocery,12,0.25,935.99,4,Saturday,3,0
Standard Class,Low,Corporate,Pacific Asia,Furniture,15,0.39,985.57,2,Saturday,4,1
Same Day,Low,Corporate,LATAM,Office Supplies,5,0.16,375.22,7,Wednesday,11,0
Same Day,Medium,Corporate,Europe,Grocery,17,0.09,884.79,5,Sunday,8,0
Second Class,Low,Consumer,USCA,Electronics,8,0.4,986.16,2,Saturday,12,0
Standard Class,Low,Consumer,USCA,Furniture,1,0.02,938.95,5,Monday,7,0
Standard Class,Medium,Home Office,Africa,Office Supplies,2,0.32,237.96,5,Tuesday,4,1
Second Class,High,Consumer,Pacific Asia,Apparel,1,0.06,544.65,7,Tuesday,1,0
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,9,0.27,91.21,4,Saturday,10,0
Standard Class,Medium,Corporate,Europe,Furniture,1,0.19,635.13,4,Wednesday,10,0
Standard Class,High,Consumer,Africa,Apparel,3,0.34,536.37,5,Tuesday,5,1
Standard Class,High,Corporate,Pacific Asia,Electronics,16,0.29,1084.12,5,Tuesday,8,1
Standard Class,Low,Corporate,Africa,Office Supplies,11,0.07,31.52,4,Saturday,6,0
Standard Class,High,Corporate,Europe,Grocery,7,0.27,640.99,4,Thursday,8,0
First Class,Medium,Home Office,Africa,Grocery,13,0.09,881.44,7,Wednesday,6,0
Standard Class,Critical,Consumer,LATAM,Electronics,6,0.07,562.1,7,Tuesday,1,1
Standard Class,Medium,Home Office,LATAM,Furniture,12,0.03,293.33,3,Friday,9,0
Standard Class,High,Consumer,LATAM,Electronics,6,0.05,735.72,4,Friday,12,0
Second Class,High,Home Office,LATAM,Furniture,2,0.28,1184.66,2,Thursday,12,0
Standard Class,Medium,Consumer,USCA,Apparel,1,0.4,58.79,3,Thursday,5,0
Second Class,High,Consumer,USCA,Furniture,7,0.27,243.29,7,Sunday,12,0
Same Day,Low,Corporate,Pacific Asia,Apparel,19,0.28,593.82,6,Wednesday,11,0
Standard Class,Low,Consumer,USCA,Office Supplies,14,0.31,721.14,2,Wednesday,5,1
Standard Class,Medium,Home Office,Africa,Office Supplies,4,0.36,752.74,7,Wednesday,3,1
Standard Class,High,Consumer,Africa,Electronics,16,0.11,81.65,3,Monday,6,1
Same Day,Medium,Consumer,USCA,Electronics,14,0.24,156.28,3,Sunday,4,0
First Class,Medium,Consumer,Africa,Office Supplies,18,0.09,1134.17,5,Monday,11,0
First Class,Medium,Consumer,Pacific Asia,Grocery,7,0.21,99.66,3,Thursday,6,0
Standard Class,Low,Corporate,Europe,Apparel,4,0.08,508.74,7,Tuesday,4,0
Same Day,Low,Corporate,USCA,Office Supplies,1,0.03,696.93,7,Monday,2,0
Standard Class,Medium,Consumer,LATAM,Grocery,19,0.04,383.85,6,Wednesday,6,0
Standard Class,Critical,Consumer,Africa,Furniture,18,0.39,314.26,1,Wednesday,11,1
First Class,Low,Consumer,Africa,Office Supplies,7,0.0,355.35,3,Thursday,7,0
Same Day,Medium,Consumer,Europe,Grocery,16,0.28,346.31,7,Thursday,9,0
Standard Class,Low,Corporate,Pacific Asia,Office Supplies,17,0.35,461.48,3,Saturday,1,1
Standard Class,Low,Corporate,Africa,Furniture,19,0.16,148.13,2,Monday,6,1
Standard Class,Low,Corporate,LATAM,Furniture,1,0.28,1025.7,3,Wednesday,1,0
Standard Class,Medium,Home Office,Europe,Apparel,16,0.14,913.69,7,Tuesday,8,0
Standard Class,Low,Home Office,Africa,Furniture,7,0.21,50.58,4,Friday,3,1
Same Day,Low,Consumer,LATAM,Furniture,7,0.37,915.9,6,Saturday,10,0
Second Class,High,Consumer,Africa,Apparel,15,0.02,995.38,2,Wednesday,2,1
First Class,Critical,Home Office,LATAM,Office Supplies,2,0.11,1107.2,2,Sunday,12,1
First Class,Low,Corporate,Europe,Office Supplies,13,0.04,739.41,2,Monday,7,0
Standard Class,Medium,Consumer,Pacific Asia,Apparel,2,0.2,1024.88,2,Tuesday,4,1
First Class,Low,Corporate,USCA,Office Supplies,17,0.31,913.33,4,Monday,5,0
Second Class,High,Home Office,USCA,Office Supplies,2,0.39,40.24,2,Tuesday,11,0
Standard Class,Medium,Home Office,Pacific Asia,Grocery,15,0.06,975.12,6,Sunday,1,0
Second Class,High,Consumer,Africa,Apparel,14,0.02,701.41,2,Thursday,1,1
Standard Class,Low,Home Office,Europe,Apparel,16,0.06,784.16,4,Tuesday,10,0
First Class,Medium,Home Office,LATAM,Electronics,11,0.39,1063.07,6,Thursday,5,0
Same Day,Medium,Consumer,Europe,Grocery,12,0.13,22.41,3,Wednesday,8,0
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,9,0.11,138.39,1,Friday,12,1
First Class,Low,Home Office,Africa,Electronics,7,0.29,692.82,3,Wednesday,1,0
Standard Class,Medium,Consumer,Africa,Grocery,11,0.05,497.47,6,Thursday,1,1
First Class,Medium,Corporate,Pacific Asia,Office Supplies,19,0.14,507.47,4,Tuesday,12,0
Standard Class,Low,Consumer,Europe,Grocery,4,0.06,381.52,3,Sunday,1,0
Standard Class,Medium,Corporate,USCA,Furniture,5,0.39,984.07,2,Tuesday,11,1
Standard Class,Low,Home Office,Europe,Office Supplies,2,0.11,133.24,4,Monday,6,0
Second Class,Low,Consumer,Africa,Grocery,16,0.11,644.24,4,Wednesday,10,0
Standard Class,Medium,Consumer,Africa,Grocery,9,0.25,555.28,1,Thursday,12,1
Same Day,Low,Home Office,Pacific Asia,Electronics,15,0.01,666.06,1,Friday,2,0
Standard Class,Medium,Home Office,Europe,Grocery,14,0.26,70.17,6,Saturday,5,1
Same Day,Low,Consumer,USCA,Furniture,16,0.18,811.78,6,Tuesday,5,0
Second Class,Medium,Home Office,Europe,Furniture,6,0.07,26.09,7,Tuesday,11,0
Standard Class,Medium,Consumer,Africa,Grocery,1,0.19,638.12,3,Monday,2,1
Standard Class,Critical,Consumer,Europe,Office Supplies,18,0.4,325.96,2,Thursday,12,1
Second Class,Low,Corporate,Africa,Electronics,15,0.34,382.53,1,Saturday,8,1
Second Class,Medium,Corporate,Africa,Office Supplies,12,0.39,888.7,3,Wednesday,5,0
Second Class,Low,Corporate,LATAM,Grocery,8,0.37,1183.2,3,Sunday,11,0
Standard Class,Medium,Consumer,USCA,Furniture,9,0.33,575.67,5,Sunday,11,0
Standard Class,Medium,Consumer,Pacific Asia,Apparel,1,0.13,806.72,5,Monday,11,0
Same Day,Low,Home Office,USCA,Electronics,16,0.29,305.67,7,Wednesday,5,0
Standard Class,Medium,Consumer,Europe,Office Supplies,14,0.16,669.27,2,Sunday,3,1
Standard Class,Low,Consumer,LATAM,Furniture,12,0.17,128.99,5,Saturday,8,0
Standard Class,Low,Home Office,Africa,Office Supplies,15,0.35,1021.78,7,Tuesday,7,1
First Class,Low,Corporate,USCA,Grocery,8,0.08,552.31,2,Saturday,9,0
First Class,Medium,Consumer,Africa,Office Supplies,4,0.12,440.14,2,Saturday,9,1
Standard Class,High,Consumer,Africa,Electronics,5,0.37,620.94,6,Friday,9,1
Standard Class,Low,Home Office,LATAM,Apparel,14,0.28,1096.41,4,Tuesday,8,1
Standard Class,Medium,Home Office,USCA,Apparel,7,0.03,933.98,7,Thursday,2,0
Standard Class,Low,Consumer,LATAM,Grocery,15,0.05,191.74,3,Sunday,3,0
Standard Class,Low,Corporate,Africa,Electronics,19,0.23,923.92,5,Sunday,8,1
Same Day,High,Consumer,USCA,Apparel,14,0.32,477.5,1,Friday,2,1
Standard Class,Medium,Home Office,Africa,Furniture,7,0.32,480.07,2,Tuesday,7,1
Standard Class,Low,Consumer,Africa,Office Supplies,6,0.17,911.79,2,Tuesday,9,1
First Class,Low,Corporate,USCA,Grocery,2,0.1,557.02,3,Sunday,5,0
Standard Class,High,Corporate,Pacific Asia,Furniture,9,0.32,96.24,3,Wednesday,6,0
Second Class,Low,Corporate,LATAM,Grocery,18,0.38,303.66,5,Sunday,3,0
Standard Class,Low,Home Office,Europe,Electronics,15,0.18,1074.6,5,Sunday,4,0
Standard Class,Medium,Consumer,Africa,Grocery,15,0.05,714.42,7,Tuesday,11,1
Same Day,Medium,Home Office,LATAM,Apparel,10,0.24,1036.03,2,Thursday,5,0
Second Class,Medium,Consumer,LATAM,Electronics,3,0.03,373.13,4,Sunday,3,0
Standard Class,High,Consumer,USCA,Grocery,4,0.24,829.86,6,Saturday,7,0
Second Class,Low,Consumer,USCA,Furniture,2,0.07,944.5,1,Saturday,4,0
Same Day,Medium,Consumer,USCA,Electronics,7,0.21,227.64,1,Thursday,12,0
Standard Class,Low,Consumer,LATAM,Electronics,1,0.25,37.75,2,Saturday,5,1
Standard Class,Medium,Home Office,USCA,Grocery,12,0.18,764.96,3,Sunday,6,0
Same Day,High,Corporate,Europe,Grocery,5,0.33,696.49,6,Saturday,12,0
Standard Class,Medium,Home Office,LATAM,Electronics,16,0.15,57.4,2,Thursday,2,1
Second Class,Medium,Corporate,USCA,Office Supplies,3,0.06,498.84,2,Tuesday,9,0
Second Class,High,Consumer,Africa,Office Supplies,11,0.19,680.47,1,Monday,10,1
Second Class,Low,Consumer,LATAM,Apparel,15,0.39,262.37,6,Saturday,1,0
Standard Class,Medium,Home Office,Pacific Asia,Electronics,5,0.35,124.88,2,Wednesday,9,1
Standard Class,High,Consumer,Pacific Asia,Office Supplies,6,0.12,963.54,6,Tuesday,6,0
Second Class,Medium,Consumer,LATAM,Furniture,4,0.1,1110.77,2,Wednesday,11,0
Standard Class,Low,Consumer,LATAM,Electronics,12,0.19,542.52,3,Monday,5,0
Standard Class,Low,Consumer,Pacific Asia,Office Supplies,10,0.26,169.43,4,Friday,5,0
Standard Class,Low,Corporate,Africa,Grocery,9,0.37,511.34,7,Sunday,11,1
Standard Class,Low,Consumer,Africa,Furniture,1,0.25,342.16,1,Monday,1,1
Same Day,Medium,Corporate,Africa,Apparel,10,0.33,593.7,4,Monday,6,0
Standard Class,Low,Consumer,Europe,Office Supplies,6,0.28,20.74,6,Monday,5,0
